#,Job Title,Job ID,Hospital,Street Address,City,State,Zip Code,Location,Area of Practice,Position,Salary,Link,Description
16,"Associate Veterinarian","UVC-os0zzfwk","Emerald Hills Animal Hospital","","Hollywood","FL","","Hollywood, FL","Specialty Care","Dental Specialist","","https://jobs.jobvite.com/unitedveterinarycare/job/os0zzfwk","Description
Position at Emerald Hills Animal Hospital

                      



Associate Veterinarian 



Emerald Hills Animal Hospital is seeking a Part-Time Associate Veterinarian to join our amazing four-doctor animal practice in Hollywood, FL.  We offer competitive compensation packages and benefits for both full-time and part-time positions.   

Can you picture yourself working in paradise and imagine feeling excited to come to work each day working alongside a team of genuinely good people who are dedicated to helping you succeed, be happy and grow both personally and professionally? What makes us different from other hospitals in the area is that we provide our team with a work environment that allows them to be their best.  This, in turn, enables us to dedicate the best experience to our clients and care for their pets, which is at the heart of our thriving practice.

You'll be joining a full service, collaborative team.  In addition to joining our four full-time doctors, you will be supported by a team of technicians, and our practice manager. 


Requirements: 

Doctor of Veterinary Medicine (DVM) degree. 

Active, or ability to obtain, FL license in good standing to practice

 
Benefits:  

401K with 100% company match up to 3% and 50% company match up to 5%, eligible after 6 months of employment 

Continuing Education Program 

Team Member Discounts for Pet Care 

AVMA Professional Liability Insurance (PLIT) provided 

VIN provided 

Reimbursement for: State Veterinary License / DEA License  / state VMA Dues / AVMA Dues/ +/-specialty dues  

Master accounts with online publishers: Sage, Wiley, Elsevier 

Referral Bonus Program


Our ideal candidate:

Flexible schedule - we will work with you and our doctor team to create a desired schedule

2 days per week with Saturday rotations

Surgical & Dentistry Experience Preferred 



Hollywood, FL offers beautiful real estate, warm weather, shopping opportunities, delicious dining, arts, diversity, and fun experiences for all ages.   Hollywood is home to more than 60 parks, seven golf courses, seven miles of pristine beaches, and the one-of-a-kind Hollywood Beach Boardwalk, a promenade that stretches nearly 2.5 miles along the Atlantic Ocean.

We are a proud United Veterinary Care Partner hospital. United Veterinary Care supports the unique culture and individuality of each partner hospital while empowering the hospital teams in their care for patients. One of our goals is to support our community of hospitals in creating sustainable, fulfilling careers in a profession we love.   

We'd love to meet you!  Whether it’s this practice or one of the other practices in our community, we'd love to have the privilege of empowering you to practice the pet care you want, the way you want, where you want.  If this sounds like a great career option for you, please apply. 


United Veterinary Care provides equal employment opportunities to all employees and applicants for employment in all job classifications without regard to race, color, religion, age, mental disability, physical disability, medical condition, gender, sexual orientation, genetic information, ancestry, marital status, national origin, veteran status, and other classifications protected by applicable state and local non-discrimination laws."
17,"Associate Veterinarian","UVC-oq9Fzfwx","New Hope Veterinary Hospital","","New Hope","PA","","New Hope, PA","Specialty Care","Dental Specialist","","https://jobs.jobvite.com/unitedveterinarycare/job/oq9Fzfwx","Description
Position at New Hope Veterinary Hospital

Associate Veterinarian – New Hope Veterinary Hospital
(full or part time options available!)
Where your compassion meets community, and ""doling out love” is part of the job.
 
New Hope Veterinary Hospital (NHVH) might just win the award for “Vet Clinic You’d Most Like to Bring Your Pet’s Holiday Card Photo Shoot To.” Nestled in charming New Hope, PA, NHVH has been serving local fur-families since 1969 and brings a refreshing mix of warmth, quality, and same-day care to every visit. We're known not just for our medical chops, but for treating both people and pets with exceptional, heartfelt service (and yes, we’ve been known to save the occasional stray in need).
 
Culture Vibes:
A relaxed yet professional environment where pets are family, care is personal, and compassion is the norm—not the exception.
Clients rave about how we handle emergencies swiftly, compassionately, and often more affordably than the big corporate clinics.
Same-day appointments keep things flexible and pet parents happy.
What You’ll Be Doing (and Loving Every Minute):
Practice full-spectrum, high-quality veterinary medicine—from routine wellness to diagnostics, surgery, dentistry, and emergencies.
Join an empathetic team that values continuity in patient care and builds trust over time.
Be part of an AAHA-accredited clinic (since 1978!), meaning you’ll practice under rigorous standards of care, pain management, and team training.
Use cutting-edge tools: in-house lab, imaging, diagnostics, and an online pharmacy for seamless care.
Thrive in a hospital that “meets you where you are,” offering same-day appointments, a welcoming vibe, and sincere client communication.
Who You Are (and Who We’d Be Honored to Have):
An experienced Veterinarian with passion and heart—someone ready to become part of the community, not just a job title.
A pro in general practice: medicine, surgery, dentistry, diagnostics—you’ve got range and you’re proud of it.
A compassionate communicator who can talk treatment plans in plain language, build trust, and make pet parents feel seen and heard.
Adaptable and enthusiastic—whether it’s a walk-in emergency or an unexpected mess in the lobby, you pivot with poise.
Why You’ll Stick Around (and Maybe Even Bring Your Pet’s Cousin):
A team-first, family-first vibe where you’re not just a coworker—you’re part of something bigger.
Consistent ability to deliver same-day care means less burnout, more impact.
Loving community with rave reviews, meaningful work, and positive feedback—especially when saving a stray or calming a jittery kitty fills your heart.
AAHA accreditation ensures you practice veterinary medicine the way good medicine should be practiced—thoroughly, ethically, expertly.
Ready to Join the New Hope Pack?
Send us your resume, say hello—and let’s get ready to offer top-tier care in a place that truly cares back. New Hope Veterinary Hospital is where leadership, laughter, and meaningful medicine collide. Your future patients—and their people—are waiting.
 
United Veterinary Care provides equal employment opportunities to all employees and applicants for employment in all job classifications without regard to race, color, religion, age, mental disability, physical disability, medical condition, gender, sexual orientation, genetic information, ancestry, marital status, national origin, veteran status, and other classifications protected by applicable state and local non-discrimination laws."
18,"Associate Veterinarian","UVC-oJXOzfwN","Quarry Ridge Animal Hospital","","Ridgefield","CT","","Ridgefield, CT","General Practice Care / Emergency Care / Urgent Care","Associate Veterinarian","","https://jobs.jobvite.com/unitedveterinarycare/job/oJXOzfwN","Description
Position at Quarry Ridge Animal Hospital

Associate Veterinarian

Quarry Ridge Animal Hospital - Ridgefield, CT

Quarry Ridge Animal Hospital is a small animal hospital located in a beautiful countryside town in Southwestern CT. We are seeking a compassionate and adaptable DVM to join our 7-doctor practice. 
We offer both part time and full time opportunities!
 
We provide premium care (AAHA accredited) and our clientele encourage us to offer and perform the best medicine available. 
In addition to high level orthopedic and general surgeries, on staff we have a proficient DVM ultra sonographer, a DVM laser acupuncturist and an experienced exotics DVM. 
 
Our facility and staff are second to none.  We strive for top notch care with a one-on-one experience with the owner and their companion(s). We offer a robust benefit package and an attractive pay scale. 
Working with our team will allow you to perform top level medicine, with an amazing team of doctors and a talented support staff.   
 
Our hospital is in the beautiful town of Ridgefield, CT.
Ridgefield has been ranked top 10 as safest town to live in America, top 5 best towns in CT and boasts a highly ranked school system.
We are in the foothills of the Berkshire mountains only one hour away from NYC.  

What we offer you:  
Strong office/administrative support. 
Strong vet tech support. 
Strong work/life balance support.  We place high importance on the happiness of our veterinarians.  We are open Mon-Friday 8a-6p with shortened hours of 8a-2p on Saturdays!  
Competitive pay scale (DOE) - ProSal model with NO NEGATIVE ACCRUAL!
Sign on bonus available!
Schedule:
Part time
Full time (4 day work week!)
Requirements:
Doctor of Veterinary Medicine (DVM) degree. 
State Veterinary Board License in good standing.  
Benefits and Perks:  
Complimentary Short Term Disability  
Complimentary Life Insurance $25,000; with options to purchase additional voluntary benefits for self or family  
Company Sponsored Employee Assistance Program (Headspace) 
401K - eligible after 6 months of employment 
Florida Blue Insurance Plans with 3 tiered options; Kaiser for CA Residents 
Flexible Spending Account,  Health Savings Account or Health Reimbursement Account  options  
United Healthcare Dental Insurance; includes a 100% paid premium option for team members 
United Healthcare Vision Insurance options 
Team Member Discounts for Pet Care 
Paid time off-inclusive of sick, personal, vacation and CE 
AVMA Professional Liability Insurance (PLIT) provided 
VIN provided 
Reimbursement for: state Veterinary License / DEA License  / state VMA Dues / AVMA Dues/ +/-specialty dues  
Referral Bonus Program
We are a proud United Veterinary Care Partner hospital. United Veterinary Care supports the unique culture and individuality of each partner hospital while empowering the hospital teams in their care for patients. One of our goals is to support our community of hospitals in creating sustainable, fulfilling careers in a profession we love.  
 
United Veterinary Care provides equal employment opportunities to all employees and applicants for employment in all job classifications without regard to race, color, religion, age, mental disability, physical disability, medical condition, gender, sexual orientation, genetic information, ancestry, marital status, national origin, veteran status, and other classifications protected by applicable state and local non-discrimination laws."
19,"Associate Veterinarian","UVC-oVKOzfwM","Crestwood Animal Hospital","Clore Avenue","Crestwood","KY","40014","Crestwood, KY","General Practice Care / Emergency Care / Urgent Care","Associate Veterinarian","","https://jobs.jobvite.com/unitedveterinarycare/job/oVKOzfwM","Description
Position at Crestwood Animal Hospital

Associate Veterinarian
Crestwood Animal Hospital – Crestwood, KY (Louisville Suburb)


Do your best work. Love your life outside of it.

At Crestwood Animal Hospital, we believe that great medicine starts with happy, supported veterinarians. If you’re looking for a place where you can grow your skills, feel valued, and still have time for the people and activities you love, we’d love to meet you.


Why You’ll Love Working With Us
We’re an AAHA-accredited, multi-doctor practice located in beautiful Oldham County. As a Fear-Free and Feline Friendly hospital, we prioritize compassionate care and patient comfort at every step. Our doctors enjoy a truly collaborative environment where your unique interests—whether exotics, rehabilitation, acupuncture, or advanced surgery—are encouraged and supported.
You’ll practice top-quality medicine with modern tools including digital radiography, ultrasound, therapeutic laser, and more. Even better, you’ll join a team that invests in your success and respects your life outside the clinic. Balanced schedules and a supportive culture ensure you can thrive both personally and professionally.


Who We’re Looking For
A compassionate veterinarian who values teamwork and client communication
Someone excited to grow in their areas of special interest
DVM (or equivalent) with a Kentucky license (or eligibility)
2+ years of experience preferred, but all experience levels are welcome to apply


What We Offer
Signing bonus & relocation support
Generous PTO (sick, personal, vacation, CE)
401(k) with company match
Medical, dental, and vision insurance
Robust CE program with annual allowance
All dues, licenses, and liability covered
Wellness benefits including Headspace, EAP, fertility & family planning, and more
Employee pet care discounts
…and many additional perks to support your well-being and career growth


Life in Crestwood, KY
Just minutes from Louisville, Crestwood offers the perfect balance of small-town comfort and urban convenience. Enjoy the friendly, tight-knit community of Oldham County while staying close to Louisville’s vibrant culture—world-class dining, entertainment, outdoor adventures, bourbon, bluegrass, and of course, the Kentucky Derby. Relocation assistance is available!


About United Veterinary Care
Crestwood Animal Hospital is a proud United Veterinary Care Partner. UVC supports the individuality of each partner hospital while empowering teams to build fulfilling, sustainable careers. We proudly provide equal employment opportunities to all employees and applicants, regardless of race, color, religion, age, disability, gender, sexual orientation, marital status, national origin, veteran status, or other protected classifications.


Ready to find the balance you’ve been looking for? Apply today—we’d love to welcome you to our team."
20,"Associate Veterinarian","UVC-oRePzfwd","Epperson Veterinary Services","","Evansville","IN","","Evansville, IN","Urgent Care","Medical Director","","https://jobs.jobvite.com/unitedveterinarycare/job/oRePzfwd","Description
Position at Epperson Veterinary Services

Associate Veterinarian | 4-Day Schedule | No Weekends | Evansville, IN
 
Help Shape the Future of a Growing Practice
 
Epperson Veterinary Services is looking for an experienced veterinarian who wants the autonomy to practice great medicine and help shape the future of a growing hospital. We believe great medicine takes time, which is why our doctors are supported with the schedule, tools, and team needed to truly work up their cases.
 
You’ll work alongside a highly respected Medical Director who values collaboration and clinical autonomy, with a loyal client base that values thoughtful, high-quality care.
 
Have an interest in developing your skills? Curious about incorporating new services? We’re open to new ideas and excited to support them.
 
 
Why Veterinarians Enjoy Working Here
 
A Supportive, Experienced Team
Work with a tenured Medical Director, a practice manager with 20+ years of experience, and skilled technicians who keep the day running smoothly.
 
Autonomy to Practice Quality Medicine
From wellness and sick visits to urgent care and surgery, you’ll have the time, tools, and support to diagnose and treat confidently.
 
Sustainable, Flexible Schedule
Flexible 4-day workweek
8:00am – 5:00pm shift with 1-hour lunch block
No weekends
No on-call
 Because enjoying your life outside of the clinic matters.
 
What We Offer
 
Competitive base salary + production (no negative accrual)
Guaranteed production bonus after 12 months
Generous signing bonus to support your transition
Paid time off & holiday pay
401(k) with company match
Medical, dental and vision insurance
CE allowance + professional development support
Paid licensing, DEA, and professional dues
VIN membership & AVMA PLIT coverage
Fertility and family-building support through Progyny
Employee Assistance Program (Headspace)
Generous pet care discounts
& more
If you’re curious about what this role could look like, we’d be happy to connect for a confidential conversation.  
 
United Veterinary Care provides equal employment opportunities to all employees and applicants for employment in all job classifications without regard to race, color, religion, age, mental disability, physical disability, medical condition, gender, sexual orientation, genetic information, ancestry, marital status, national origin, veteran status, and other classifications protected by applicable state and local non-discrimination laws.     
ind123"
21,"Associate Veterinarian - Austin, TX","UVC-o3x4yfwW","Firehouse Belterra Village","","Austin","Texas","","Austin, Texas","General Practice Care","Medical Director","$100,000 - $160,000","https://jobs.jobvite.com/unitedveterinarycare/job/o3x4yfwW","Description
Position at Firehouse Belterra Village

Where Passion Meets Purpose at Firehouse Belterra! 
 
Are you a passionate veterinarian ready to make a meaningful impact? Firehouse Animal Health Centers is hiring an Associate Veterinarian in Austin, Texas. Join a team where collaboration, compassion, and growth come together, because at Firehouse, the little things done consistently make a BIG difference. 
 
Why Firehouse?  
We’re not your average veterinary practice. At Firehouse, we believe in creating exceptional experiences for pets, clients, and team members. Watch this short video to hear directly from our doctors about what makes Firehouse special. 
 
What Sets Us Apart: 
Team-Based Medicine: We maintain a minimum 2:1 Tech-to-Vet ratio to support you in delivering top-tier care
Fear Free & Feline Friendly: We prioritize patient comfort and support ongoing training for all team members
Client Relationships: We invest in communication and leadership training to help you build lasting bonds with clients
Community Impact: We give back through donated services, fundraisers, and volunteer work
Inclusive Culture: We apply a Diversity, Equity, Inclusion lens in everything we do
Benefits and Perks: 
Generous ProSal Compensation With NO Negative Accrual
Paid CE days + generous allowance
Fear Free Certification, and Feline Friendly training
Full-Time Benefits: eligible for Medical, Dental, Vision, 401k, 401k Match, Team Member Discounts, Uniforms, Paid Time Off, Holiday pay
Dues and Fees Paid: DEA, AVMA, State / Local VMAs, VIN
Veterinarian Mentorship: available at all experience levels
Pay Range: $100,000 - $160,000 annually 
 
Qualifications: 
DVM, VMD, or equivalent degree required
Licenses / registrations in compliance with local, state, and national requirements (must be authorized to work in the U.S. we do not provide VISA sponsorship)
As an Associate Veterinarian, you'll: 
Deliver high-quality medical care and client education
Collaborate with a supportive team to ensure exceptional patient outcomes
Mentor and support team members while contributing to a positive hospital culture
Report to the Medical Director and work closely with the Hospital Manager to support hospital goals
Why Austin? 
Located at the edge of the “Texas Hill Country,” Austin is a haven for the outdoor lovers, foodies, and music fans alike. From paddleboarding and hiking to world-class tacos and live music every night, there's something for everyone, including your four-legged friends.  It's a friendly, people-loving city that blends adventure with community. 
 
Ready to Make a Difference?
Your next chapter starts here. Explore open roles and apply today at: https://firehouse.vet/careers"
22,"Emergency Clinician","UVC-oq1Lzfwv","Bay State Veterinary Emergency and Specialty Services","","Swansea","MA","","Swansea, MA","Specialty Care","ECC Specialist","$150k - $171k","https://jobs.jobvite.com/unitedveterinarycare/job/oq1Lzfwv","Description
Position at Bay State Veterinary Emergency and Specialty Services

Join Our Team at Bay State Veterinary Emergency and Specialty Services (BSVESS)!
 
Bay State Veterinary Emergency and Specialty Services (BSVESS) in Swansea, MA, is actively seeking an internship-trained or experienced Emergency Veterinarian to join our established and well-functioning team.
 
Why BSVESS?
Elevating Services: Our bustling emergency hospital is scaling up with increasing caseloads in internal medicine and surgery. This is a prime opportunity for a dedicated Emergency Veterinarian eager to collaborate with a youthful and energetic group of specialists and ER doctors.
State-of-the-Art Facility: In summer 2024, we moved into a 36,000-square-foot facility, expanding our offerings to include ophthalmology, cardiology, dermatology, medical oncology, and a pivotal radiation oncology center with an in-house radiation oncologist. The integration of a linear accelerator and a CT scanner will spotlight medical, surgical, and radiation oncology.
Collaborative Network: As a partner to Ocean State Veterinary Specialists (OSVS), we provide a wider network for case collaboration.
Our Culture: We take immense pride in nurturing a collegial atmosphere that upholds our CORE values, maintaining cohesion, collaboration, and a sense of fun even as we grow. Our commitment is to assemble a team that embodies excellence in veterinary medicine, mutual respect, and a constructive, cooperative spirit.
 
Requirements:
Internship-trained or experienced emergency veterinarian.
Eligible to obtain a veterinary license to practice in Massachusetts.
Facility Highlights:
Large 24/7 intensive care unit with highly trained technicians, criticalists, and experienced emergency clinicians.
Cutting-edge equipment: digital radiography, ultrasound, CT, endoscopy, and a linear accelerator.
Ample office space for focused work on calls and paperwork.
Benefits:
Complimentary Short Term Disability
Complimentary Life Insurance; with options to purchase additional voluntary benefits for self or family 
Company Sponsored Employee Assistance Program (Headspace)
401K with 100% company match up to 3% and 50% company match up to 5%, eligible after 6 months of employment
United Health Care UMR Insurance Plans with 3 tiered options; Kaiser for CA Residents
Flexible Spending Account or Health Savings Account options 
United Healthcare Dental Insurance; includes a 100% paid premium option for team members
United Healthcare Vision Insurance options
Long Term Disability option (covered by employee)
Progyny-Fertility and Family Building Support
Generous Continuing Education Program
Team Member Discounts for Pet Care
Paid time off-inclusive of sick, personal, vacation and CE
AVMA Professional Liability Insurance (PLIT) provided
VIN provided
Reimbursement for: state Veterinary License / DEA License  / state VMA Dues / AVMA Dues/ +/-specialty dues 
Master accounts with online publishers: Sage, Wiley, Elsevier
LGBTQIA+ support with FOLX HEALTHCARE (if UMR enrolled)
Sword Digital Musculoskeletal & Physical Therapy Program (if UMR enrolled)
Referral Bonus Program
DailyPay on Demand
Base salary ranges: $150k - $171k (commensurate with experience) plus eligible for quarterly production bonuses.
Signing and relocation bonuses available.
Location: Conveniently located in Swansea, MA, just 15 minutes from Providence, RI, BSVESS offers the opportunity to live in a variety of wonderful areas, including urban, rural, and beach communities. Easy access to Cape Cod and the Greater Boston area provides a diverse range of living options. Our partner hospital is Ocean State Veterinary Specialists, and there is significant sharing of the doctor staff, with patients often shared between them. BSVESS is a proud United Veterinary Care partner hospital.
 
Join Us: United Veterinary Care supports the unique culture and individuality of each partner hospital while empowering the hospital teams in their care for patients. Our goal is to support our community of hospitals in creating sustainable, fulfilling careers in a profession we love. There are no corporate pressures on the specialists - we just practice excellent medicine and strive to do right by our clients and patients.
 
Equal Employment Opportunity: United Veterinary Care provides equal employment opportunities to all employees and applicants for employment in all job classifications without regard to race, color, religion, age, mental disability, physical disability, medical condition, gender, sexual orientation, genetic information, ancestry, marital status, national origin, veteran status, and other classifications protected by applicable state and local non-discrimination laws. 
 
Apply Today! Join us at BSVESS and become part of a team dedicated to providing exceptional veterinary care with a personal touch. Let's advance veterinary care together!
 
Keywords: Emergency Veterinarian, Veterinary Medicine, Veterinary Jobs, Veterinary Careers, Veterinary Hospital, Emergency Veterinary Services, Specialty Veterinary Services, BSVESS, Swansea MA, Providence RI."
23,"Emergency Mentorship","UVC-oSuKzfwp","Standiford Veterinary Center","1520 Standiford Avenue","Modesto","California","95350","Modesto, California","Emergency Care","Veterinary Technician","Salary: $130,000-$200,000","https://jobs.jobvite.com/unitedveterinarycare/job/oSuKzfwp","Description
Position at Standiford Veterinary Center

Emergency Veterinarian Mentorship Program
Are you a recent DVM graduate or a GP veterinarian ready to transition into emergency medicine? At Standiford Veterinary Center, we offer a structured Emergency Mentorship Program designed to launch your career in emergency and surgical medicine with confidence.
 
This is a true training program — not a sink-or-swim ER role.
 
The Veterinary Emergency Mentorship Program:
Our program is built specifically for:
New graduates
GP veterinarians transitioning into ER
Doctors wanting stronger emergency surgical skills
What You’ll Receive:
Structured One-on-One Mentorship
Weekly meetings with experienced emergency veterinarians for case review, skill development, and confidence building.
Guided Case Management
Hands-on emergency case experience with real-time support — you are never alone.
Soft Tissue Emergency Surgery Training
Develop proficiency in emergency procedures including GDVs, C-sections, exploratory surgeries, and wound management.
Topic Rounds & Case Discussions
Regular learning sessions to strengthen critical thinking and medical decision-making.
 
What It’s Like to Work Here
Supportive, Team-Based Culture
Collaborate closely with experienced ER doctors and skilled RVTs who love teaching.
No Required On-Call Shifts
We are fully staffed 24/7 — when you’re off, you’re off.
Flexible Scheduling
We prioritize work-life balance and sustainable ER careers.
Growth-Focused Environment
As your confidence grows, so does your caseload and surgical exposure.

Salary: $130,000-$200,000 (total compensation)

Benefits Package:
To qualify, you must hold a Doctor of Veterinary Medicine (DVM) degree and a State Veterinary Board License in good standing. We offer a comprehensive benefits package including medical, dental, and vision insurance options, a 401K with company match, and flexible spending account or health savings account options. Additionally, we provide long-term disability options, short-term disability paid for by the employer, and complimentary life insurance of $15,000 with options to purchase additional coverage. Other perks include a generous continuing education allowance, personal pet discounts, PTO and paid holidays, and a company-sponsored Employee Assistance Program (EAP). Join our team and contribute to a practice that values excellent patient care, client service, and community engagement. 
We are a proud United Veterinary Care Partner hospital. United Veterinary Care supports the unique culture and individuality of each partner hospital while empowering the hospital teams in their care for patients. One of our goals is to support our community of hospitals in creating sustainable, fulfilling careers in a profession we love.  
 
Apply online here or email your CV and cover letter to amy.morgan@unitedvetcare.com  
 
United Veterinary Care provides equal employment opportunities to all employees and applicants for employment in all job classifications without regard to race, color, religion, age, mental disability, physical disability, medical condition, gender, sexual orientation, genetic information, ancestry, marital status, national origin, veteran status, and other classifications protected by applicable state and local non-discrimination laws."
24,"Emergency Veterinarian","UVC-ofbovfw3","North Peninsula Veterinary Emergency Clinic","227 North Amphlett Boulevard","San Mateo","California","94401","San Mateo, California","Specialty Care","Internal Medicine Specialist","salary: $180","https://jobs.jobvite.com/unitedveterinarycare/job/ofbovfw3","Description
Position at North Peninsula Veterinary Emergency Clinic

Emergency Veterinarian – $100K Signing Bonus | 24/7 Animal ER Clinic | San Francisco Bay Area
 
Ready to make a real impact—and get rewarded for it? North Peninsula Veterinary Emergency Clinic (NPVEC) is offering a signing bonus up to $100,000 for experienced emergency veterinarians ready to join our dynamic team in the heart of the Bay Area.
 
Why NPVEC? For over 50 years, we’ve delivered trusted, round-the-clock emergency and urgent care for dogs, cats, exotic pets, birds, reptiles, and small mammals. Many of our team members have worked together for 15+ years, reflecting a rare level of trust, collaboration, and camaraderie. Our culture is rooted in mutual respect, mentorship, and a shared mission to support one another—professionally and personally.
 
We also collaborate closely with local general practice veterinarians to ensure seamless continuity of care, giving our patients the best outcomes and their owners peace of mind. 
 
What’s in it for You
$100,000 signing bonus
Base salary: $180K–$200K (DOE) + 23–24% production
Flexible scheduling: 10–12 shifts/month + 7–10 consecutive days off
Comprehensive benefits: medical, dental, vision, 401(k) with match, FSA/HSA
Paid CE, generous PTO, pet discounts, and more
Perks of the Job
Newly renovated hospital equipped with cutting-edge diagnostics: digital radiography, telemedicine, ultrasound, and in-house lab
On-call access to board-certified specialists in surgery, neurology, and internal medicine
Commitment to lifelong learning: generous CE allowance, mentorship opportunities, and encouragement to explore advanced procedures or certifications
Supportive, experienced team culture with long-term staff who value collaboration and knowledge-sharing
Located in the vibrant San Francisco Peninsula—just minutes from nature, nightlife, and everything in between
Who You Are
DVM with California state licensure
2+ years of emergency veterinary experience
Be Part of the Legacy Join our passionate team and make a difference in the lives of companion animals and their families. With over five decades of service, NPVEC is the perfect place to grow your career while embracing the excitement of emergency veterinary medicine.
 
Apply today and take the first step toward a fulfilling, flexible, and rewarding career!
We are a proud United Veterinary Care Partner hospital. United Veterinary Care supports the unique culture and individuality of each partner hospital while empowering the hospital teams in their care for patients. One of our goals is to support our community of hospitals in creating sustainable, fulfilling careers in a profession we love.  
 
Apply online here or email your CV and cover letter to amy.morgan@unitedvetcare.com  
 
United Veterinary Care provides equal employment opportunities to all employees and applicants for employment in all job classifications without regard to race, color, religion, age, mental disability, physical disability, medical condition, gender, sexual orientation, genetic information, ancestry, marital status, national origin, veteran status, and other classifications protected by applicable state and local non-discrimination laws."
25,"Emergency Veterinarian","UVC-o7A0yfwZ","PETS Referral Center","","Berkeley","California","","Berkeley, California","Specialty Care","Medical Oncologist","$250,000 annually","https://jobs.jobvite.com/unitedveterinarycare/job/o7A0yfwZ","Description
Position at PETS Referral Center

PETS Referral Center is seeking a qualified Emergency Veterinarian to join our team! We are a 24-hr specialty and emergency hospital located in Berkeley, California, the heart of the San Francisco Bay Area. Our team includes two specialists in surgery, one full time oncologist, two full time radiologists, two ophthalmologists, an exotics specialist, call-in endoscopy by a boarded internist, and an experienced and internship-trained emergency department staffed 24hrs a day.  Our facilities have recently undergone an expansive remodel, and include three surgical suites, a dedicated imaging room, the addition of Computed Tomography (GE Optima* CT540) scanner, full clinical lab, new digital radiology unit, and 13 exam rooms across a two-building campus. Enjoy a great reputation with our referral partners and work with a talented team of doctors, experienced nurses and management who focus on a positive culture as a driver for the delivery of quality care and service. 

We have: 

Great clientele reflective of the educated and pet-centric community of the San Francisco Bay Area. 
Flexible scheduling that prioritizes time off requests to support a healthy work-life-balance and prevent burn-out 
Work alongside our seasoned team of Emergency Doctors 
Competitive salary, vacation time, and CE package 
A collaborative relationship with the Specialty team, who provide support and expertise to the ER Department 
Well supported by referring general practice partners 
A highly skilled and cohesive nursing team will always have your back. 
Monthly learning rounds to keep your skills sharp! 

Requirements:  Internship trained or experienced ER DVMs. 
 
Compensation: Ability to earn $250,000 annually working 12 shifts/mo. 

Benefits:  

Short Term Disability paid for by employer 
Complimentary Life Insurance $25,000; with options to purchase additional voluntary benefits for self or family 
Company Sponsored Employee Assistance Program (Headspace)
401K with 100% company match up to 3% and 50% company match up to 5%, eligible after 6 months of employment
Kaiser/UMR Insurance Plans with multiple options
Flexible Spending Account or Health Savings Account options 
United Healthcare Dental Insurance; includes a 100% paid premium option for team members
United Healthcare Vision Insurance options
Long Term Disability option
Progyny-Fertility and Family Building Support (up to $10,000)
Generous Continuing Education Program
Team Member Discounts for Pet Care
Paid time off-inclusive of sick, personal, vacation and CE
AVMA Professional Liability Insurance (PLIT) provided
VIN provided
Reimbursement for: state Veterinary License / DEA License  / state VMA Dues / AVMA Dues/ +/-specialty dues 
Master accounts with online publishers: Sage, Wiley, Elsevier
LGBTQIA+ support with FOLX HEALTHCARE (if UMR enrolled)
Sword Digital Musculoskeletal & Physical Therapy Program (if UMR enrolled)
Referral Bonus Program
DailyPay on Demand

The location supports an amazing quality of life with easy access to both the city of San Francisco and convenient for a getaway to Napa Valley, Tahoe and the Sierras! Life is short.  Work somewhere awesome! 

We are a proud United Veterinary Care Partner hospital. United Veterinary Care supports the unique culture and individuality of each partner hospital while empowering the hospital teams in their care for patients. One of our goals is to support our community of hospitals in creating sustainable, fulfilling careers in a profession we love. 

Apply online here or email your CV and cover letter to amy.morgan@unitedvetcare.com   

IND123456"
